"id","nombre_iniciativa","componente_innovador","descripcion_iniciativa"
"181","Evaluación de impacto de Sistema B en América Latina","Genera evidencia y recomendaciones de políticas a empresas B, potenciales empresas B y gobiernos para detallar los mecanismos con los cuales pueden participar y apoyar estas prácticas","Mediante la aplicación de métodos mixtos (técnicas cuantitativas y cualitativas) y la aplicación de un estudio de caso práctico, esta investigación generará evidencia y recomendaciones de políticas dirigidas a: empresas B y potenciales empresas que quieran convertirse en B; gobiernos, ya que se resaltan aquellas políticas y entornos que promueven la participación de este tipo de empresas; y para la sociedad civil, a fin de detallar los mecanismos con los cuales pueden participar y apoyar estas prácticas."
"161","FEINE","Protección de los derechos de un grupo vulnerable y proposición de alternativas viables como solución a problemas sociales.","CONSEJO DE PUEBLOS Y ORGANIZACIONES INDÍGENAS EVANGÉLICOS DEL ECUADOR. LAS RAICES DE FEINE SE REMONTAN AL PROCESO DE EVANGELIZACIÓN PROTESTANTE QUE SE EXPANDIÓ ENTRE EL PUEBLO INDÍGENA, CARACTERIZADO, POR ASUMIR EL COMPROMISO SOCIAL COMO SU PRÁCTICA."
"169","FUVIDA","Técnicas pedagógicas e informativas para mejorar el nivel de vida de un sector vulnerable.","FUVIDA brinda capacitación constante, mediante charlas y cursos con profesionales nacionales y extranjeros expertos en educación diabetológica, a profesionales de la salud, universidades, gobiernos provinciales y locales y otras instituciones interesadas en conocer más sobre esta condición."
"160","FabLab Quito","Busca rescatar ideas innovadoras en la población para crear soluciones con fines que pueden tener un fin social.","FabLab ZOI es un laboratorio de investigación y desarrollo tecnológico que promueve ciencia, diseño y arte como centro del desarrollo humano para mejorar la calidad de vida en Latinoamérica. Nace en 2014 en la ciudad de Quito y ha generado proyectos de impacto en Ecuador y Latinoamérica enfocados en la inclusión y democratización de conocimientos y tecnologías emergentes. Somos parte de FabLab Network, red global de laboratorios que promueven la educación de calidad de manera distribuida y el empoderamiento tecnológico. Donde se generan programas educativos liderados por los intelectuales más destacados del mundo en diferentes áreas del conocimiento."
"43","Fabrica Cultural Atucucho","Utiliza tecnología, testea y recopila para construir asentamientos para la gente más desfavorecida en Quito. Es la producción y construcción de hábitad social para asentamientos periféricos","La Fábrica Cultural Atucucho busca recopilar, testar y difundir tecnologías de construcción popular en asentamientos desfavorecidos de Quito. Con un enfoque en la recuperación y reutilización de cilindros de concreto, la Fábrica proporcionará soluciones constructivas para la arquitectura incremental de Atucucho. La iniciativa prefigura formas de desarrollo urbano que acentúan la implicación directa de las organizaciones locales en la producción y construcción del hábitat social, frente a modelos donde la transformación de los asentamientos periféricos se han convertido en un nuevo terreno para la rápida acumulación de capital."
"10","Facebook Ads Quito / Google Quito","Ayuda a los emprendedores con sus ideas y desarrollo de producto, mediante la provición de lugares u oficinas adecuadas, así como con asesoramientos, participación en ferias e ingreso en puntos de venta MUYU","Son agentes de cambio especializados en Marketing Digital, Gestión y ambiente de Planeación Empresarial, queremos dinamizar tu estilo de trabajo en un ambiente de co-innovacion, co-revolución y co-working."
"107","Financiamiento Personas con Discapacidad.","Sectores productivos en manos de beneficiarios vulnerables.","Financiamiento de actividades que se enmarquen en los sectores productivos y estratégicos, para personas con discapacidad en sectores productivos en manos de beneficiarios vulnerables ."
"24","Fomento a la competitividad","Posicionar al sector de innovación y tecnología como estratégico y de prioridad nacional por medio de alianzas que favorezcan el crecimiento e internacionalización del software ecuatoriano","Capacitación especídica y de alto valor agregado en varias áreas y temas como comercio electrónico, software testing, Scrum, Big data y AI, entre otros temas."
"240","Fomento de iniciativas innovadoras públicas-privadas para la reactivación económica post emergencia covid-19","Iniciativas deben ser propuestas por alianzas público-privadas y deben encuadrase con un componente de adaptación para la reactivación y uno de aumento de la resiliencia de empresas e instituciones. La innovación debe presentarse para facilitar a empresas, productores, comerciantes y consumidores dinamizar la economía bajo normas de bioseguridad.","Financiar proyectos innovadores en los que instituciones públicas y privadas unan sus esfuerzos de colaboración para el fomento de la productividad, empleo y formación profesional dual en Ecuador."
"247","Fondo Emprende: Ecuador Productivo","Durante todo el proceso los participantes tendrán apoyo técnico y canales de contacto con los equipos financieros, de metodología y de evaluación para resolver inquietudes relacionadas con la postulación. El Fondo Emprende: Ecuador Productivos prioriza 14 sectores prioritarios para el desarrollo, tales como ambiental, tecnología y alimentos.","El Fondo Emprende: Ecuador Productivo tiene como objetivo financiar e impulsar la Innovación Productiva. Los interesados (personas naturales y jurídicas) podrán postular a dos tipos de financiamiento: Capital Crece dirigido a personas que buscan emprender con ideas innovadoras; y, Capital Progreso dirigido a personas que tienen como objetivo expandir sus empresas a través de productos y procesos innovadores."
"288","Fondo uno a uno","Promover la vinculación universidad - empresa para el desarrollo científico y tecnológico del país. Si se trata de una empresa, se le impulsa a conectar con una universidad que resuelva su problemática.
Si se trata de una universidad, se la impulsa a revisa las problemáticas y elegir las que pueda solucionar.","Un programa que busca contribuir a la innovación en el Ecuador, generando soluciones viables a problemas reales de la empresa, a través de la capacidad de investigación y desarrollo de las universidades."
"198","Formación continua","Las actividades de formación continua se orientan a consolidar una capacidad amplia de construcción de masa crítica urbana, de una inteligencia social. Se trata de ampliar los recursos cognitivos, políticos y comunicacionales para las autoridades y sociedades, como respuesta a problemáticas urbanas y crisis de gobernabilidad.","Se ofrecen actividades de formación continua en el ámbito del fenómeno territorial-urbano para públicos específicos, en temas de ordenamiento territorial, gestión de servicios públicos, catastros, y similares, con enfoque técnico, conceptual y normativo. Además, partiendo de la necesidad de fortalecimiento del ejercicio de derechos de la sociedad civil, se ofrecen cursos sobre liderazgo, participación ciudadana, y el derecho a la ciudad."
"124","Fortalecimiento de Organizaciones del Sector Financiero Popular y Solidario","Por medio de asistencia técnica, capacitación, acompañamiento y seguimiento apoya el fortalecimiento de las Organizaciones del Sector Financiero Popular y Solidario para desarrollar y mejorar su gestión administrativa, financiera y social","""La CONAFIPS apoya el fortalecimiento de las Organizaciones del Sector Financiero Popular y Solidario a través de procesos que permiten desarrollar y mejorar su gestión administrativa, financiera y social.
 El proceso de fortalecimiento inicia con el diagnóstico de cada organización, con lo que se construye el PLAN OPERATIVO DE FORTALECIMIENTO"""
"330","Fortalecimiento en las redes socio comunitarias e institucionales de las capacidades de respuesta ante situaciones de violencia basada en género y la protección Integral a la Niñez y Adolescencia.","El proyecto prioriza el trabajo con las redes interinstitucionales y comunitarias con el fin de lograr la detección, identificación y atención a personas en contexto de movilidad humana, desarrollando mecanismos para la prevención y capacidad de respuesta para la protección de las personas que han vivido situaciones de violencia basada en género.","La iniciativa busca el fortalecer a las redes socio comunitarias e institucionales de las capacidades de respuesta ante situaciones de violencia basada en género y la protección Integral a la Niñez y Adolescencia. Adicional a este objetivo, este proyecto también busca coadyuvarse al fortalecimiento del SPINA para protección a la infancia en contexto de movilidad humana en las ciudades de Lago Agrio y Tulcán, con el fin de continuar impulsando el trabajo previo que fue desarrollado por la Fundación en la provincia de Sucumbíos y de Carchi."
